sample_id,timestamp,species,behavior,latitude,longitude,temperature,weather,vegetation_type,time_of_day,animal_id,previous_latitude,previous_longitude,previous_timestamp,distance_km,time_diff_hours,speed_kmh,speed_risk,distance_risk,anomaly_risk,weather_risk,habitat_risk,behavior_risk,risk_score,risk_level,conservation_priority,risk_reason
S0473,2025-05-22 21:43:00,Leopard,Hunting,24.44711,78.40216,31.1,Rainy,Grassland,Afternoon,LEO_010,24.45273,78.30473,2025-05-20 14:15:00,9.881969043064109,55.46666666666667,0.1781604995744731,0,0,0,5,1,5,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0019,2025-05-25 04:18:00,Leopard,Alert,24.34238,78.55583,29.5,Sunny,Savanna,Evening,LEO_010,24.44711,78.40216,2025-05-22 21:43:00,19.43670997880757,54.583333333333336,0.3560923965583066,0,0,0,0,2,4,6,Low,Normal,"Habitat factor, Active/risk behavior"
S0116,2025-05-27 16:10:00,Leopard,Grazing,24.69755,78.48976,30.3,Foggy,Grassland,Morning,LEO_010,24.34238,78.55583,2025-05-25 04:18:00,40.05473910203009,59.86666666666667,0.6690657979180973,0,20,0,8,1,1,30,Moderate,Monitor,"Large movement distance, Environmental condition, Habitat factor, Active/risk behavior"
S0285,2025-05-29 15:35:00,Leopard,Playing,24.31963,78.59409,23.0,Windy,Grassland,Evening,LEO_010,24.69755,78.48976,2025-05-27 16:10:00,43.328246351591154,47.416666666666664,0.9137767244623795,20,20,0,5,1,2,48,Moderate,Monitor,"High movement speed, Large movement distance, Environmental condition, Habitat factor, Active/risk behavior"
S0996,2025-05-01 10:10:00,Monkey,Hunting,24.63165,78.45433,30.6,Cloudy,Wetland,Evening,MON_001,,,,0.0,,0.0,0,0,0,2,5,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0322,2025-05-04 13:15:00,Monkey,Running,24.46381,78.523,32.3,Windy,Forest,Afternoon,MON_001,24.63165,78.45433,2025-05-01 10:10:00,19.91349466721756,75.08333333333333,0.2652185749240963,0,0,0,5,3,5,13,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0976,2025-05-07 19:10:00,Monkey,Socializing,24.59961,78.4961,30.5,Sunny,Grassland,Night,MON_001,24.46381,78.523,2025-05-04 13:15:00,15.343492789688007,77.91666666666667,0.19692183259492627,0,0,0,0,1,1,2,Low,Normal,"Habitat factor, Active/risk behavior"
S0931,2025-05-12 06:52:00,Monkey,Playing,24.57895,78.46678,24.7,Rainy,Savanna,Evening,MON_001,24.59961,78.4961,2025-05-07 19:10:00,3.750499686083439,107.7,0.034823581114980864,0,0,0,5,2,2,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0443,2025-05-14 20:57:00,Monkey,Socializing,24.52761,78.31948,27.8,Windy,Grassland,Morning,MON_001,24.57895,78.46678,2025-05-12 06:52:00,15.954262916805561,62.083333333333336,0.2569814161096198,0,0,0,5,1,1,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0881,2025-05-17 23:44:00,Monkey,Grazing,24.59218,78.3602,25.3,Foggy,Grassland,Evening,MON_001,24.52761,78.31948,2025-05-14 20:57:00,8.27707598661747,74.78333333333333,0.1106807575656448,0,0,0,8,1,1,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0228,2025-05-20 21:54:00,Monkey,Playing,24.51179,78.41902,32.8,Foggy,Wetland,Evening,MON_001,24.59218,78.3602,2025-05-17 23:44:00,10.737648238785344,70.16666666666667,0.15303061622971986,0,0,0,8,5,2,15,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0506,2025-05-24 18:22:00,Monkey,Alert,24.51635,78.42352,29.0,Sunny,Wetland,Night,MON_001,24.51179,78.41902,2025-05-20 21:54:00,0.6814484155854548,92.46666666666667,0.007369665633584587,0,0,0,0,5,4,9,Low,Normal,"Habitat factor, Active/risk behavior"
S0164,2025-05-28 19:49:00,Monkey,Grazing,24.66526,78.52559,20.6,Sunny,Grassland,Morning,MON_001,24.51635,78.42352,2025-05-24 18:22:00,19.510939010817037,97.45,0.20021486927467455,0,0,0,0,1,1,2,Low,Normal,"Habitat factor, Active/risk behavior"
S0946,2025-05-30 06:06:00,Monkey,Alert,24.43094,78.40621,34.4,Cloudy,Wetland,Afternoon,MON_001,24.66526,78.52559,2025-05-28 19:49:00,28.717051864482904,34.28333333333333,0.8376388487452476,20,0,0,2,5,4,31,Moderate,Monitor,"High movement speed, Environmental condition, Habitat factor, Active/risk behavior"
S0922,2025-05-01 21:53:00,Monkey,Running,24.54951,78.44142,24.4,Cloudy,Grassland,Morning,MON_002,,,,0.0,,0.0,0,0,0,2,1,5,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0428,2025-05-04 22:30:00,Monkey,Hunting,24.52351,78.40105,33.9,Sunny,Wetland,Morning,MON_002,24.54951,78.44142,2025-05-01 21:53:00,5.003383745417076,72.61666666666666,0.06890131391439627,0,0,0,0,5,5,10,Low,Normal,"Habitat factor, Active/risk behavior"
S0274,2025-05-08 07:25:00,Monkey,Running,24.34702,78.52501,27.9,Foggy,Savanna,Afternoon,MON_002,24.52351,78.40105,2025-05-04 22:30:00,23.294039859811313,80.91666666666667,0.28787690866914084,0,0,0,8,2,5,15,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0825,2025-05-12 09:49:00,Monkey,Hunting,24.30959,78.31733,24.9,Windy,Savanna,Evening,MON_002,24.34702,78.52501,2025-05-08 07:25:00,21.449963287794766,98.4,0.21798743178653215,0,0,0,5,2,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0412,2025-05-15 00:02:00,Monkey,Playing,24.36709,78.45389,22.3,Foggy,Wetland,Morning,MON_002,24.30959,78.31733,2025-05-12 09:49:00,15.241202152101234,62.21666666666667,0.24496976403055826,0,0,0,8,5,2,15,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0188,2025-05-18 10:41:00,Monkey,Running,24.59546,78.43372,24.6,Foggy,Savanna,Evening,MON_002,24.36709,78.45389,2025-05-15 00:02:00,25.475488829910525,82.65,0.3082333796722386,0,0,0,8,2,5,15,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0211,2025-05-21 20:06:00,Monkey,Running,24.58474,78.65509,30.8,Rainy,Savanna,Morning,MON_002,24.59546,78.43372,2025-05-18 10:41:00,22.414533517066776,81.41666666666667,0.2753064505678621,0,0,0,5,2,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0720,2025-05-25 01:31:00,Monkey,Alert,24.52445,78.44238,34.3,Rainy,Desert,Evening,MON_002,24.58474,78.65509,2025-05-21 20:06:00,22.533632655580597,77.41666666666667,0.29106952838209593,0,0,0,5,1,4,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0973,2025-05-28 20:37:00,Monkey,Alert,24.5379,78.43605,18.2,Foggy,Savanna,Evening,MON_002,24.52445,78.44238,2025-05-25 01:31:00,1.6268857851863934,91.1,0.017858241330256788,0,0,0,8,2,4,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0287,2025-05-30 11:10:00,Monkey,Running,24.55993,78.46212,34.1,Foggy,Grassland,Afternoon,MON_002,24.5379,78.43605,2025-05-28 20:37:00,3.5990908570152658,38.55,0.09336163053217292,0,0,0,8,1,5,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0114,2025-05-02 10:12:00,Monkey,Alert,24.68744,78.56058,20.2,Sunny,Desert,Afternoon,MON_003,,,,0.0,,0.0,0,0,0,0,1,4,5,Low,Normal,"Habitat factor, Active/risk behavior"
S0802,2025-05-05 03:30:00,Monkey,Running,24.64521,78.4921,24.2,Rainy,Desert,Morning,MON_003,24.68744,78.56058,2025-05-02 10:12:00,8.362661074917186,65.3,0.12806525382721573,0,0,0,5,1,5,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0464,2025-05-09 15:27:00,Monkey,Playing,24.39554,78.32418,19.5,Rainy,Savanna,Morning,MON_003,24.64521,78.4921,2025-05-05 03:30:00,32.54718030814173,107.95,0.30150236505921013,0,0,0,5,2,2,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0524,2025-05-12 11:46:00,Monkey,Playing,24.69468,78.38365,28.0,Cloudy,Grassland,Night,MON_003,24.39554,78.32418,2025-05-09 15:27:00,33.80236190981394,68.31666666666666,0.4947893912146466,0,0,0,2,1,2,5,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0779,2025-05-15 06:53:00,Monkey,Alert,24.33412,78.38942,20.1,Cloudy,Desert,Afternoon,MON_003,24.69468,78.38365,2025-05-12 11:46:00,40.096692370143934,67.11666666666666,0.5974178152988916,0,20,0,2,1,4,27,Moderate,Monitor,"Large movement distance, Environmental condition, Habitat factor, Active/risk behavior"
S0805,2025-05-19 00:24:00,Monkey,Running,24.67847,78.48479,32.5,Windy,Grassland,Afternoon,MON_003,24.33412,78.38942,2025-05-15 06:53:00,39.48710506834544,89.51666666666667,0.4411145604358083,0,20,0,5,1,5,31,Moderate,Monitor,"Large movement distance, Environmental condition, Habitat factor, Active/risk behavior"
S0213,2025-05-21 21:10:00,Monkey,Grazing,24.53313,78.66314,18.0,Foggy,Wetland,Afternoon,MON_003,24.67847,78.48479,2025-05-19 00:24:00,24.213406944477704,68.76666666666667,0.3521096501862972,0,0,0,8,5,1,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0077,2025-05-26 00:37:00,Monkey,Grazing,24.68086,78.40254,28.7,Foggy,Savanna,Night,MON_003,24.53313,78.66314,2025-05-21 21:10:00,31.047418852457717,99.45,0.3121912403464828,0,0,0,8,2,1,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0058,2025-05-28 20:43:00,Monkey,Grazing,24.62666,78.68365,21.5,Sunny,Wetland,Afternoon,MON_003,24.68086,78.40254,2025-05-26 00:37:00,29.040918637419608,68.1,0.42644520759793847,0,0,0,0,5,1,6,Low,Normal,"Habitat factor, Active/risk behavior"
S0890,2025-05-30 19:03:00,Monkey,Alert,24.52726,78.41646,25.2,Rainy,Forest,Evening,MON_003,24.62666,78.68365,2025-05-28 20:43:00,29.191855682419163,46.333333333333336,0.6300400506996942,0,0,0,5,3,4,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0670,2025-05-03 03:20:00,Monkey,Playing,24.58019,78.51469,23.5,Foggy,Forest,Afternoon,MON_004,,,,0.0,,0.0,0,0,0,8,3,2,13,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0821,2025-05-05 20:19:00,Monkey,Grazing,24.32454,78.38972,26.0,Rainy,Desert,Morning,MON_004,24.58019,78.51469,2025-05-03 03:20:00,31.114405089340657,64.98333333333333,0.47880592597087446,0,0,0,5,1,1,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0308,2025-05-10 01:30:00,Monkey,Hunting,24.63008,78.67405,20.5,Cloudy,Desert,Afternoon,MON_004,24.32454,78.38972,2025-05-05 20:19:00,44.522344363232655,101.18333333333334,0.4400165807599999,0,20,0,2,1,5,28,Moderate,Monitor,"Large movement distance, Environmental condition, Habitat factor, Active/risk behavior"
S0658,2025-05-12 15:16:00,Monkey,Hunting,24.56881,78.37742,30.3,Sunny,Savanna,Evening,MON_004,24.63008,78.67405,2025-05-10 01:30:00,30.75425865105126,61.766666666666666,0.4979102857698531,0,0,0,0,2,5,7,Low,Normal,"Habitat factor, Active/risk behavior"
S0628,2025-05-15 19:23:00,Monkey,Socializing,24.46937,78.54212,23.3,Windy,Forest,Afternoon,MON_004,24.56881,78.37742,2025-05-12 15:16:00,19.99737484398236,76.11666666666666,0.26272005488043393,0,0,0,5,3,1,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0357,2025-05-19 06:24:00,Monkey,Resting,24.48064,78.57229,20.7,Cloudy,Savanna,Evening,MON_004,24.46937,78.54212,2025-05-15 19:23:00,3.300464832898423,83.01666666666667,0.039756653277234565,0,0,0,2,2,0,4,Low,Normal,"Environmental condition, Habitat factor"
S0763,2025-05-22 18:50:00,Monkey,Alert,24.5312,78.31845,22.7,Windy,Grassland,Morning,MON_004,24.48064,78.57229,2025-05-19 06:24:00,26.291226019479158,84.43333333333334,0.31138443765668167,0,0,0,5,1,4,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0375,2025-05-26 01:55:00,Monkey,Playing,24.35886,78.46473,27.2,Cloudy,Desert,Evening,MON_004,24.5312,78.31845,2025-05-22 18:50:00,24.217676762162974,79.08333333333333,0.30622984314642326,0,0,0,2,1,2,5,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0761,2025-05-28 22:16:00,Monkey,Alert,24.39561,78.37728,18.6,Windy,Forest,Afternoon,MON_004,24.35886,78.46473,2025-05-26 01:55:00,9.75431360509318,68.35,0.14271124513669614,0,0,0,5,3,4,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0886,2025-05-30 19:35:00,Monkey,Playing,24.43783,78.4493,32.2,Rainy,Desert,Night,MON_004,24.39561,78.37728,2025-05-28 22:16:00,8.672563276045734,45.31666666666667,0.1913769020091004,0,0,0,5,1,2,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0493,2025-05-03 13:13:00,Monkey,Alert,24.45945,78.4226,27.9,Cloudy,Grassland,Afternoon,MON_005,,,,0.0,,0.0,0,0,0,2,1,4,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0020,2025-05-06 07:34:00,Monkey,Hunting,24.69335,78.36108,29.6,Cloudy,Forest,Night,MON_005,24.45945,78.4226,2025-05-03 13:13:00,26.742146745580346,66.35,0.40304667287988466,0,0,0,2,3,5,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0171,2025-05-10 05:47:00,Monkey,Socializing,24.34908,78.33185,27.1,Foggy,Desert,Morning,MON_005,24.69335,78.36108,2025-05-06 07:34:00,38.39511919691531,94.21666666666667,0.40751939710152457,0,0,0,8,1,1,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0707,2025-05-13 06:41:00,Monkey,Socializing,24.36548,78.31009,29.2,Sunny,Forest,Night,MON_005,24.34908,78.33185,2025-05-10 05:47:00,2.8607975962845336,72.9,0.039242765381132146,0,0,0,0,3,1,4,Low,Normal,"Habitat factor, Active/risk behavior"
S0054,2025-05-15 22:42:00,Monkey,Resting,24.63744,78.41376,19.3,Sunny,Forest,Afternoon,MON_005,24.36548,78.31009,2025-05-13 06:41:00,32.008156179179934,64.01666666666667,0.4999972326870076,0,0,0,0,3,0,3,Low,Normal,Habitat factor
S0774,2025-05-19 10:16:00,Monkey,Playing,24.36364,78.35586,34.5,Cloudy,Grassland,Morning,MON_005,24.63744,78.41376,2025-05-15 22:42:00,31.003710336912548,83.56666666666666,0.3710057080603815,0,0,0,2,1,2,5,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0729,2025-05-23 04:44:00,Monkey,Alert,24.67292,78.64241,30.9,Cloudy,Grassland,Morning,MON_005,24.36364,78.35586,2025-05-19 10:16:00,44.978904478852144,90.46666666666667,0.4971875955657938,0,20,0,2,1,4,27,Moderate,Monitor,"Large movement distance, Environmental condition, Habitat factor, Active/risk behavior"
S0682,2025-05-26 13:44:00,Monkey,Playing,24.46105,78.36909,18.9,Sunny,Wetland,Afternoon,MON_005,24.67292,78.64241,2025-05-23 04:44:00,36.318338263762314,81.0,0.4483745464662014,0,0,0,0,5,2,7,Low,Normal,"Habitat factor, Active/risk behavior"
S0700,2025-05-29 05:55:00,Monkey,Grazing,24.61936,78.44787,30.2,Rainy,Wetland,Morning,MON_005,24.46105,78.36909,2025-05-26 13:44:00,19.322898768676147,64.18333333333334,0.3010578878526535,0,0,0,5,5,1,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0896,2025-05-30 19:46:00,Monkey,Socializing,24.3387,78.59125,22.4,Sunny,Forest,Morning,MON_005,24.61936,78.44787,2025-05-29 05:55:00,34.41624725853234,37.85,0.9092799804103655,20,0,0,0,3,1,24,Low,Normal,"High movement speed, Habitat factor, Active/risk behavior"
S0957,2025-05-03 18:14:00,Monkey,Resting,24.60189,78.5146,34.0,Foggy,Forest,Afternoon,MON_006,,,,0.0,,0.0,0,0,0,8,3,0,11,Low,Normal,"Environmental condition, Habitat factor"
S0101,2025-05-06 14:14:00,Monkey,Alert,24.34921,78.43294,28.0,Rainy,Wetland,Evening,MON_006,24.60189,78.5146,2025-05-03 18:14:00,29.286917766311173,68.0,0.4306899671516349,0,0,0,5,5,4,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0966,2025-05-10 10:54:00,Monkey,Socializing,24.57138,78.3553,21.7,Cloudy,Grassland,Night,MON_006,24.34921,78.43294,2025-05-06 14:14:00,25.923919975805532,92.66666666666667,0.2797545321130093,0,0,0,2,1,1,4,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0146,2025-05-13 15:03:00,Monkey,Resting,24.42384,78.43003,31.2,Windy,Desert,Morning,MON_006,24.57138,78.3553,2025-05-10 10:54:00,18.064441248300522,76.15,0.2372218154734146,0,0,0,5,1,0,6,Low,Normal,"Environmental condition, Habitat factor"
S0837,2025-05-16 11:11:00,Monkey,Hunting,24.37134,78.64644,22.8,Foggy,Forest,Night,MON_006,24.42384,78.43003,2025-05-13 15:03:00,22.679038907916652,68.13333333333334,0.33286260628057707,0,0,0,8,3,5,16,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0388,2025-05-19 12:25:00,Monkey,Running,24.52535,78.3595,31.9,Windy,Forest,Afternoon,MON_006,24.37134,78.64644,2025-05-16 11:11:00,33.718001028635186,73.23333333333333,0.4604187668907854,0,0,0,5,3,5,13,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0974,2025-05-23 16:50:00,Monkey,Alert,24.51709,78.55479,32.4,Foggy,Savanna,Afternoon,MON_006,24.52535,78.3595,2025-05-19 12:25:00,19.77804275658952,100.41666666666667,0.19695976189134792,0,0,0,8,2,4,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0954,2025-05-27 15:40:00,Monkey,Socializing,24.40134,78.68653,20.5,Foggy,Forest,Morning,MON_006,24.51709,78.55479,2025-05-23 16:50:00,18.532621216831277,94.83333333333333,0.19542307082774635,0,0,0,8,3,1,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0749,2025-05-29 06:41:00,Monkey,Playing,24.45256,78.35349,31.4,Sunny,Forest,Night,MON_006,24.40134,78.68653,2025-05-27 15:40:00,34.19519108093588,39.016666666666666,0.8764252306092066,20,0,0,0,3,2,25,Moderate,Monitor,"High movement speed, Habitat factor, Active/risk behavior"
S0069,2025-05-03 23:45:00,Monkey,Resting,24.34329,78.43374,23.4,Sunny,Forest,Morning,MON_007,,,,0.0,,0.0,0,0,0,0,3,0,3,Low,Normal,Habitat factor
S0939,2025-05-06 14:21:00,Monkey,Resting,24.45568,78.64843,20.1,Foggy,Desert,Evening,MON_007,24.34329,78.43374,2025-05-03 23:45:00,25.076313549199185,62.6,0.4005800886453544,0,0,0,8,1,0,9,Low,Normal,"Environmental condition, Habitat factor"
S0062,2025-05-10 18:10:00,Monkey,Playing,24.67406,78.33427,31.8,Foggy,Grassland,Evening,MON_007,24.45568,78.64843,2025-05-06 14:21:00,39.98827301484053,99.81666666666666,0.40061719500591614,0,20,0,8,1,2,31,Moderate,Monitor,"Large movement distance, Environmental condition, Habitat factor, Active/risk behavior"
S0009,2025-05-13 18:27:00,Monkey,Resting,24.64621,78.58716,23.4,Rainy,Forest,Morning,MON_007,24.67406,78.33427,2025-05-10 18:10:00,25.74244049971702,72.28333333333333,0.3561324486933413,0,0,0,5,3,0,8,Low,Normal,"Environmental condition, Habitat factor"
S0378,2025-05-16 11:15:00,Monkey,Running,24.44967,78.48558,24.8,Windy,Desert,Afternoon,MON_007,24.64621,78.58716,2025-05-13 18:27:00,24.148880037744874,64.8,0.37266790181705056,0,0,0,5,1,5,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0636,2025-05-20 10:36:00,Monkey,Resting,24.6892,78.54169,21.0,Foggy,Forest,Morning,MON_007,24.44967,78.48558,2025-05-16 11:15:00,27.232235517788897,95.35,0.2856028895415721,0,0,0,8,3,0,11,Low,Normal,"Environmental condition, Habitat factor"
S0439,2025-05-23 21:08:00,Monkey,Hunting,24.39496,78.34082,33.4,Windy,Savanna,Morning,MON_007,24.6892,78.54169,2025-05-20 10:36:00,38.51337614371677,82.53333333333333,0.4666402602227395,0,0,0,5,2,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0088,2025-05-27 21:38:00,Monkey,Alert,24.48622,78.65511,20.5,Cloudy,Savanna,Night,MON_007,24.39496,78.34082,2025-05-23 21:08:00,33.394934233110945,96.5,0.3460614946436367,0,0,0,2,2,4,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0482,2025-05-29 13:39:00,Monkey,Running,24.52919,78.37569,18.5,Foggy,Grassland,Afternoon,MON_007,24.48622,78.65511,2025-05-27 21:38:00,28.671761690893973,40.016666666666666,0.7164955024796494,0,0,0,8,1,5,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0079,2025-05-04 10:31:00,Monkey,Resting,24.52605,78.60139,21.1,Cloudy,Desert,Afternoon,MON_008,,,,0.0,,0.0,0,0,0,2,1,0,3,Low,Normal,"Environmental condition, Habitat factor"
S0701,2025-05-07 00:10:00,Monkey,Playing,24.40443,78.60583,34.7,Rainy,Forest,Night,MON_008,24.52605,78.60139,2025-05-04 10:31:00,13.530991149650209,61.65,0.21948079723682415,0,0,0,5,3,2,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0951,2025-05-11 09:43:00,Monkey,Hunting,24.36392,78.60659,24.7,Windy,Savanna,Afternoon,MON_008,24.40443,78.60583,2025-05-07 00:10:00,4.505164033343096,105.55,0.04268274782892559,0,0,0,5,2,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0032,2025-05-14 13:41:00,Monkey,Socializing,24.37612,78.64148,31.1,Rainy,Grassland,Afternoon,MON_008,24.36392,78.60659,2025-05-11 09:43:00,3.785350994816771,75.96666666666667,0.049829104802326954,0,0,0,5,1,1,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0538,2025-05-17 07:16:00,Monkey,Running,24.61862,78.58422,20.4,Windy,Savanna,Evening,MON_008,24.37612,78.64148,2025-05-14 13:41:00,27.580202786987353,65.58333333333333,0.4205367642234413,0,0,0,5,2,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0847,2025-05-20 18:27:00,Monkey,Alert,24.69376,78.68164,31.2,Foggy,Wetland,Afternoon,MON_008,24.61862,78.58422,2025-05-17 07:16:00,12.912498191305462,83.18333333333334,0.1552293911998252,0,0,0,8,5,4,17,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0785,2025-05-24 04:43:00,Monkey,Running,24.47817,78.64177,32.0,Rainy,Wetland,Evening,MON_008,24.69376,78.68164,2025-05-20 18:27:00,24.30912677241731,82.26666666666667,0.29549181652046974,0,0,0,5,5,5,15,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0084,2025-05-28 12:59:00,Monkey,Alert,24.61249,78.53363,21.0,Cloudy,Desert,Night,MON_008,24.47817,78.64177,2025-05-24 04:43:00,18.512555921582457,104.26666666666667,0.17755008876198008,0,0,0,2,1,4,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0797,2025-05-29 14:33:00,Monkey,Running,24.67946,78.31564,25.1,Foggy,Grassland,Night,MON_008,24.61249,78.53363,2025-05-28 12:59:00,23.255710292591445,25.566666666666666,0.9096105720700696,20,0,0,8,1,5,34,Moderate,Monitor,"High movement speed, Environmental condition, Habitat factor, Active/risk behavior"
S0678,2025-05-04 12:11:00,Monkey,Playing,24.38811,78.60972,18.6,Rainy,Wetland,Night,MON_009,,,,0.0,,0.0,0,0,0,5,5,2,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0655,2025-05-07 04:08:00,Monkey,Resting,24.5149,78.38267,26.9,Windy,Grassland,Night,MON_009,24.38811,78.60972,2025-05-04 12:11:00,26.962168229589754,63.95,0.42161326394980064,0,0,0,5,1,0,6,Low,Normal,"Environmental condition, Habitat factor"
S0446,2025-05-11 09:54:00,Monkey,Grazing,24.35071,78.49649,27.9,Sunny,Grassland,Morning,MON_009,24.5149,78.38267,2025-05-07 04:08:00,21.589265877870627,101.76666666666667,0.21214476787950173,0,0,0,0,1,1,2,Low,Normal,"Habitat factor, Active/risk behavior"
S0068,2025-05-14 14:18:00,Monkey,Grazing,24.47072,78.43227,25.4,Windy,Grassland,Afternoon,MON_009,24.35071,78.49649,2025-05-11 09:54:00,14.844505258673973,76.4,0.19429980705070643,0,0,0,5,1,1,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0071,2025-05-17 07:37:00,Monkey,Hunting,24.60983,78.30197,23.2,Sunny,Grassland,Morning,MON_009,24.47072,78.43227,2025-05-14 14:18:00,20.321896367598875,65.31666666666666,0.31112880379074576,0,0,0,0,1,5,6,Low,Normal,"Habitat factor, Active/risk behavior"
S0604,2025-05-20 20:52:00,Monkey,Playing,24.32978,78.4855,32.9,Cloudy,Wetland,Night,MON_009,24.60983,78.30197,2025-05-17 07:37:00,36.259100995562136,85.25,0.42532669789515704,0,0,0,2,5,2,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0306,2025-05-24 10:26:00,Monkey,Grazing,24.46011,78.34158,30.2,Windy,Grassland,Evening,MON_009,24.32978,78.4855,2025-05-20 20:52:00,20.553160209279447,85.56666666666666,0.2402005478295222,0,0,0,5,1,1,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0222,2025-05-28 15:47:00,Monkey,Hunting,24.58225,78.31601,21.7,Cloudy,Wetland,Morning,MON_009,24.46011,78.34158,2025-05-24 10:26:00,13.825506561362458,101.35,0.13641348358522407,0,0,0,2,5,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0755,2025-05-29 15:00:00,Monkey,Running,24.40212,78.31304,19.2,Foggy,Grassland,Afternoon,MON_009,24.58225,78.31601,2025-05-28 15:47:00,20.031796669520297,23.216666666666665,0.8628196699003717,20,0,0,8,1,5,34,Moderate,Monitor,"High movement speed, Environmental condition, Habitat factor, Active/risk behavior"
S0203,2025-05-04 12:24:00,Monkey,Resting,24.54131,78.37365,25.1,Cloudy,Desert,Evening,MON_010,,,,0.0,,0.0,0,0,0,2,1,0,3,Low,Normal,"Environmental condition, Habitat factor"
S0505,2025-05-07 04:19:00,Monkey,Alert,24.63794,78.30566,22.0,Rainy,Wetland,Evening,MON_010,24.54131,78.37365,2025-05-04 12:24:00,12.755746300196936,63.916666666666664,0.1995683906158582,0,0,0,5,5,4,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0900,2025-05-12 06:46:00,Monkey,Socializing,24.40416,78.33767,26.2,Rainy,Grassland,Night,MON_010,24.63794,78.30566,2025-05-07 04:19:00,26.19607917481891,122.45,0.21393286382048923,0,0,0,5,1,1,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0688,2025-05-14 14:27:00,Monkey,Resting,24.6297,78.55503,20.2,Windy,Forest,Morning,MON_010,24.40416,78.33767,2025-05-12 06:46:00,33.354441986578,55.68333333333333,0.5990022505820654,0,0,0,5,3,0,8,Low,Normal,"Environmental condition, Habitat factor"
