sample_id,timestamp,species,behavior,latitude,longitude,temperature,weather,vegetation_type,time_of_day
S0515,2025-05-29 01:08:00,Elephant,Grazing,24.5758,78.36107,33.1,Rainy,Forest,Afternoon
S0516,2025-05-22 10:01:00,Wolf,Grazing,24.57067,78.42496,22.9,Sunny,Savanna,Afternoon
S0517,2025-05-17 15:21:00,Leopard,Alert,24.39179,78.31815,22.2,Foggy,Desert,Night
S0518,2025-05-21 13:52:00,Rabbit,Hunting,24.45858,78.40378,20.2,Foggy,Forest,Evening
S0519,2025-05-08 15:00:00,Boar,Socializing,24.67836,78.62398,24.9,Rainy,Grassland,Evening
S0520,2025-05-15 01:13:00,Fox,Running,24.34264,78.42452,31.2,Windy,Desert,Night
S0521,2025-05-08 05:27:00,Wolf,Grazing,24.36621,78.49368,21.8,Cloudy,Forest,Evening
S0522,2025-05-12 23:11:00,Boar,Grazing,24.67307,78.36231,22.0,Cloudy,Desert,Morning
S0523,2025-05-23 14:28:00,Peacock,Playing,24.66361,78.58735,30.1,Foggy,Desert,Morning
S0524,2025-05-12 11:46:00,Monkey,Playing,24.69468,78.38365,28.0,Cloudy,Grassland,Night
S0525,2025-05-16 14:33:00,Peacock,Grazing,24.539,78.41499,20.9,Foggy,Savanna,Evening
S0526,2025-05-02 05:33:00,Tiger,Playing,24.52103,78.55368,18.1,Foggy,Desert,Evening
S0527,2025-05-10 05:46:00,Peacock,Playing,24.67103,78.5955,27.0,Rainy,Desert,Afternoon
S0528,2025-05-17 02:36:00,Fox,Running,24.63885,78.36729,21.8,Foggy,Wetland,Night
S0529,2025-05-15 11:45:00,Wolf,Socializing,24.51758,78.61166,26.0,Rainy,Wetland,Afternoon
S0530,2025-05-13 11:33:00,Elephant,Grazing,24.59348,78.41823,29.9,Windy,Grassland,Night
S0531,2025-05-30 16:33:00,Fox,Socializing,24.67117,78.398,21.6,Sunny,Forest,Morning
S0532,2025-05-12 04:05:00,Leopard,Playing,24.31851,78.60704,28.6,Sunny,Wetland,Morning
S0533,2025-05-11 20:27:00,Boar,Socializing,24.448,78.40944,27.6,Windy,Grassland,Afternoon
S0534,2025-05-16 12:25:00,Leopard,Running,24.60683,78.68826,33.7,Foggy,Grassland,Morning
S0535,2025-05-25 11:40:00,Elephant,Resting,24.42791,78.43449,27.7,Windy,Savanna,Evening
S0536,2025-05-29 10:51:00,Boar,Playing,24.51818,78.30722,23.5,Cloudy,Forest,Evening
S0537,2025-05-18 09:44:00,Elephant,Socializing,24.51638,78.59462,26.4,Sunny,Wetland,Night
S0538,2025-05-17 07:16:00,Monkey,Running,24.61862,78.58422,20.4,Windy,Savanna,Evening
S0539,2025-05-12 11:44:00,Peacock,Grazing,24.64264,78.67095,21.5,Rainy,Grassland,Evening
S0540,2025-05-20 08:44:00,Elephant,Hunting,24.32226,78.34944,29.6,Cloudy,Desert,Morning
S0541,2025-05-02 22:15:00,Tiger,Grazing,24.58625,78.57866,27.9,Cloudy,Grassland,Evening
S0542,2025-05-11 20:17:00,Deer,Hunting,24.6008,78.69489,32.2,Rainy,Desert,Night
S0543,2025-05-31 00:19:00,Rabbit,Hunting,24.59083,78.54339,19.2,Cloudy,Desert,Night
S0544,2025-05-22 20:23:00,Elephant,Grazing,24.49495,78.52327,27.2,Cloudy,Wetland,Afternoon
S0545,2025-05-24 13:09:00,Leopard,Running,24.31421,78.34247,18.9,Sunny,Forest,Afternoon
S0546,2025-05-09 20:54:00,Peacock,Alert,24.30423,78.50629,21.8,Foggy,Grassland,Evening
S0547,2025-05-15 15:17:00,Rabbit,Socializing,24.38681,78.40664,22.0,Foggy,Forest,Morning
S0548,2025-05-04 10:42:00,Peacock,Resting,24.40478,78.66354,21.0,Windy,Desert,Evening
S0549,2025-05-17 18:37:00,Leopard,Socializing,24.43393,78.63244,34.0,Cloudy,Desert,Afternoon
S0550,2025-05-09 15:02:00,Rabbit,Running,24.6419,78.57637,29.8,Rainy,Savanna,Night
S0551,2025-05-25 03:19:00,Wolf,Alert,24.3649,78.44444,18.1,Rainy,Forest,Night
S0552,2025-05-02 11:14:00,Wolf,Running,24.39148,78.60894,24.9,Sunny,Forest,Night
S0553,2025-05-02 21:27:00,Rabbit,Running,24.53682,78.56064,30.7,Foggy,Desert,Morning
S0554,2025-05-21 08:01:00,Rabbit,Socializing,24.32764,78.46153,29.8,Rainy,Desert,Morning
S0555,2025-05-18 10:32:00,Tiger,Playing,24.64727,78.32216,34.0,Windy,Wetland,Night
S0556,2025-05-30 05:28:00,Rabbit,Resting,24.30962,78.4656,27.2,Windy,Grassland,Night
S0557,2025-05-10 21:39:00,Fox,Playing,24.68149,78.69436,22.5,Cloudy,Wetland,Evening
S0558,2025-05-17 08:14:00,Fox,Playing,24.45769,78.50521,34.1,Rainy,Wetland,Night
S0559,2025-05-28 09:28:00,Peacock,Running,24.6501,78.3544,21.7,Sunny,Wetland,Night
S0560,2025-05-05 13:29:00,Rabbit,Socializing,24.44269,78.47037,27.2,Sunny,Savanna,Afternoon
S0561,2025-05-18 07:19:00,Fox,Running,24.37089,78.32433,26.8,Sunny,Forest,Afternoon
S0562,2025-05-27 08:48:00,Rabbit,Playing,24.66371,78.46484,32.8,Cloudy,Savanna,Evening
S0563,2025-05-01 14:24:00,Leopard,Alert,24.40874,78.49535,19.3,Windy,Wetland,Afternoon
S0564,2025-05-08 19:06:00,Peacock,Running,24.66669,78.52551,33.8,Cloudy,Grassland,Evening
S0565,2025-05-06 13:59:00,Elephant,Resting,24.56894,78.59967,30.3,Cloudy,Grassland,Afternoon
S0566,2025-05-10 20:40:00,Boar,Hunting,24.63323,78.3722,21.2,Sunny,Savanna,Afternoon
S0567,2025-05-10 10:27:00,Tiger,Alert,24.57483,78.62571,34.9,Cloudy,Wetland,Night
S0568,2025-05-10 04:40:00,Boar,Playing,24.40748,78.43229,31.1,Cloudy,Wetland,Night
S0569,2025-05-05 13:31:00,Fox,Hunting,24.46823,78.56672,18.4,Rainy,Forest,Evening
S0570,2025-05-27 05:24:00,Peacock,Grazing,24.44687,78.32795,23.4,Foggy,Wetland,Morning
S0571,2025-05-24 02:47:00,Wolf,Grazing,24.32545,78.44992,22.7,Windy,Forest,Evening
S0572,2025-05-19 22:15:00,Peacock,Socializing,24.32764,78.413,30.0,Foggy,Wetland,Night
S0573,2025-05-18 20:37:00,Peacock,Running,24.34922,78.31012,20.1,Foggy,Desert,Morning
S0574,2025-05-09 22:46:00,Deer,Socializing,24.48988,78.44417,23.3,Sunny,Desert,Morning
S0575,2025-05-20 05:37:00,Leopard,Running,24.43009,78.34022,23.8,Sunny,Forest,Afternoon
S0576,2025-05-07 17:14:00,Leopard,Alert,24.4602,78.40263,28.6,Rainy,Grassland,Morning
S0577,2025-05-20 07:51:00,Deer,Playing,24.32924,78.62711,19.8,Foggy,Desert,Afternoon
S0578,2025-05-19 08:58:00,Rabbit,Hunting,24.4992,78.68729,33.6,Foggy,Forest,Afternoon
S0579,2025-05-16 18:25:00,Boar,Grazing,24.32098,78.31945,21.6,Windy,Forest,Evening
S0580,2025-05-04 14:59:00,Wolf,Running,24.34135,78.49562,34.4,Windy,Savanna,Evening
S0581,2025-05-19 19:10:00,Boar,Grazing,24.35294,78.69925,32.1,Rainy,Desert,Night
S0582,2025-05-10 10:02:00,Peacock,Running,24.4452,78.31565,26.7,Sunny,Savanna,Night
S0583,2025-05-26 20:17:00,Peacock,Hunting,24.46194,78.63189,29.2,Sunny,Grassland,Morning
S0584,2025-05-19 09:59:00,Rabbit,Alert,24.56202,78.35051,26.6,Rainy,Forest,Night
S0585,2025-05-13 06:24:00,Elephant,Resting,24.41295,78.55222,19.2,Sunny,Forest,Afternoon
S0586,2025-05-08 16:04:00,Tiger,Playing,24.58598,78.35062,32.5,Rainy,Desert,Afternoon
S0587,2025-05-14 03:44:00,Wolf,Alert,24.56713,78.53425,27.8,Rainy,Desert,Afternoon
S0588,2025-05-20 08:25:00,Elephant,Playing,24.4625,78.34845,30.0,Rainy,Forest,Night
S0589,2025-05-25 02:52:00,Elephant,Hunting,24.49505,78.34556,34.2,Cloudy,Forest,Morning
S0590,2025-05-06 15:18:00,Deer,Playing,24.4807,78.42583,29.2,Rainy,Wetland,Afternoon
S0591,2025-05-07 10:32:00,Fox,Socializing,24.45178,78.32526,25.0,Cloudy,Wetland,Afternoon
S0592,2025-05-30 23:15:00,Elephant,Grazing,24.5422,78.50563,31.9,Foggy,Forest,Morning
S0593,2025-05-13 08:16:00,Deer,Grazing,24.54294,78.44306,35.0,Windy,Grassland,Evening
S0594,2025-05-15 06:58:00,Wolf,Socializing,24.31044,78.36892,21.8,Rainy,Desert,Night
S0595,2025-05-02 10:57:00,Tiger,Running,24.67668,78.61111,32.9,Windy,Forest,Evening
S0596,2025-05-02 23:54:00,Fox,Alert,24.3368,78.51716,26.3,Windy,Forest,Morning
S0597,2025-05-12 15:33:00,Deer,Playing,24.66638,78.39602,34.1,Foggy,Grassland,Evening
S0598,2025-05-15 03:36:00,Peacock,Resting,24.68773,78.52169,29.2,Sunny,Desert,Morning
S0599,2025-05-16 10:27:00,Deer,Socializing,24.46989,78.56275,29.3,Rainy,Savanna,Evening
S0600,2025-05-02 00:58:00,Wolf,Playing,24.42365,78.37306,21.3,Rainy,Wetland,Evening
S0601,2025-05-07 08:46:00,Rabbit,Running,24.54222,78.68328,23.8,Sunny,Grassland,Afternoon
S0602,2025-05-21 13:06:00,Rabbit,Running,24.54651,78.60682,34.0,Cloudy,Wetland,Night
S0603,2025-05-02 03:41:00,Wolf,Running,24.40652,78.63477,31.6,Foggy,Desert,Night
S0604,2025-05-20 20:52:00,Monkey,Playing,24.32978,78.4855,32.9,Cloudy,Wetland,Night
S0605,2025-05-09 18:56:00,Leopard,Playing,24.69303,78.49456,33.1,Sunny,Wetland,Morning
S0606,2025-05-18 04:21:00,Peacock,Running,24.57451,78.67115,30.8,Cloudy,Forest,Evening
S0607,2025-05-08 16:31:00,Leopard,Grazing,24.43588,78.62152,22.6,Rainy,Forest,Afternoon
S0608,2025-05-23 23:29:00,Peacock,Resting,24.65046,78.38812,25.5,Foggy,Savanna,Evening
S0609,2025-05-07 15:54:00,Leopard,Running,24.39861,78.51854,26.8,Rainy,Savanna,Afternoon
S0610,2025-05-22 08:59:00,Elephant,Socializing,24.35225,78.42559,23.5,Sunny,Desert,Night
S0611,2025-05-24 05:01:00,Boar,Socializing,24.34947,78.39703,21.4,Sunny,Desert,Evening
S0612,2025-05-15 11:40:00,Rabbit,Alert,24.50758,78.68446,26.0,Cloudy,Forest,Evening
S0613,2025-05-13 22:00:00,Fox,Resting,24.53567,78.59991,34.7,Windy,Forest,Evening
S0614,2025-05-12 20:06:00,Tiger,Grazing,24.41643,78.49055,30.7,Rainy,Savanna,Night
S0615,2025-05-06 23:35:00,Leopard,Alert,24.36304,78.68398,24.3,Cloudy,Grassland,Night
S0616,2025-05-10 20:29:00,Tiger,Resting,24.42112,78.65373,34.6,Sunny,Wetland,Morning
S0617,2025-05-16 04:12:00,Rabbit,Running,24.60738,78.43769,23.1,Cloudy,Savanna,Morning
S0618,2025-05-25 14:59:00,Leopard,Resting,24.60389,78.59801,26.7,Windy,Savanna,Evening
S0619,2025-05-08 20:39:00,Peacock,Running,24.57586,78.37844,21.7,Cloudy,Desert,Night
S0620,2025-05-17 03:21:00,Rabbit,Resting,24.56084,78.42713,23.9,Windy,Forest,Evening
S0621,2025-05-13 14:16:00,Deer,Grazing,24.58041,78.33467,24.5,Foggy,Desert,Morning
S0622,2025-05-12 00:53:00,Rabbit,Alert,24.51086,78.43509,26.6,Cloudy,Wetland,Morning
S0623,2025-05-04 18:20:00,Wolf,Hunting,24.66518,78.62894,28.3,Foggy,Desert,Evening
S0624,2025-05-28 14:21:00,Rabbit,Running,24.40726,78.38777,29.0,Sunny,Grassland,Afternoon
S0625,2025-05-20 07:04:00,Tiger,Grazing,24.6584,78.61935,22.5,Cloudy,Grassland,Night
S0626,2025-05-02 11:56:00,Leopard,Alert,24.55545,78.65513,34.1,Rainy,Grassland,Morning
S0627,2025-05-10 09:33:00,Wolf,Grazing,24.53499,78.3569,33.7,Sunny,Desert,Night
S0628,2025-05-15 19:23:00,Monkey,Socializing,24.46937,78.54212,23.3,Windy,Forest,Afternoon
S0629,2025-05-01 14:14:00,Rabbit,Resting,24.35247,78.43651,19.9,Rainy,Forest,Evening
S0630,2025-05-08 22:29:00,Tiger,Playing,24.40626,78.68232,33.8,Sunny,Desert,Morning
S0631,2025-05-29 00:41:00,Boar,Playing,24.69201,78.32844,26.0,Rainy,Forest,Night
S0632,2025-05-15 15:26:00,Leopard,Hunting,24.62755,78.37974,24.5,Rainy,Grassland,Evening
S0633,2025-05-13 08:08:00,Boar,Socializing,24.39673,78.40493,28.7,Windy,Desert,Afternoon
S0634,2025-05-07 23:58:00,Fox,Grazing,24.43901,78.43797,24.5,Windy,Forest,Morning
S0635,2025-05-23 04:57:00,Deer,Socializing,24.42726,78.58626,32.2,Rainy,Wetland,Morning
S0636,2025-05-20 10:36:00,Monkey,Resting,24.6892,78.54169,21.0,Foggy,Forest,Morning
S0637,2025-05-09 22:24:00,Deer,Resting,24.62224,78.41039,34.3,Cloudy,Grassland,Morning
S0638,2025-05-17 11:47:00,Peacock,Socializing,24.34957,78.50319,25.2,Foggy,Desert,Night
S0639,2025-05-27 19:28:00,Wolf,Playing,24.49128,78.35093,20.8,Rainy,Wetland,Morning
S0640,2025-05-10 02:10:00,Peacock,Alert,24.41045,78.63424,28.3,Windy,Savanna,Afternoon
S0641,2025-05-30 21:39:00,Fox,Socializing,24.55717,78.40433,32.4,Windy,Forest,Evening
S0642,2025-05-13 17:58:00,Elephant,Hunting,24.67925,78.50659,34.6,Foggy,Forest,Night
S0643,2025-05-16 06:22:00,Elephant,Alert,24.67882,78.48565,32.4,Windy,Savanna,Evening
S0644,2025-05-03 16:15:00,Elephant,Playing,24.38437,78.33069,23.5,Foggy,Wetland,Evening
S0645,2025-05-23 13:02:00,Boar,Socializing,24.67651,78.68642,22.0,Rainy,Forest,Night
S0646,2025-05-13 09:17:00,Fox,Alert,24.54977,78.52292,27.3,Foggy,Forest,Evening
S0647,2025-05-24 15:59:00,Peacock,Socializing,24.65633,78.69248,22.9,Rainy,Grassland,Morning
S0648,2025-05-23 19:47:00,Boar,Alert,24.47098,78.58797,29.5,Sunny,Grassland,Evening
S0649,2025-05-22 12:45:00,Wolf,Alert,24.4643,78.41572,26.5,Cloudy,Forest,Night
S0650,2025-05-03 16:14:00,Fox,Running,24.56999,78.66609,33.4,Rainy,Grassland,Evening
S0651,2025-05-23 05:34:00,Elephant,Running,24.65597,78.38504,24.2,Windy,Forest,Afternoon
S0652,2025-05-27 04:01:00,Deer,Alert,24.36886,78.51007,23.3,Foggy,Forest,Evening
S0653,2025-05-29 11:15:00,Wolf,Alert,24.40409,78.48512,32.4,Cloudy,Desert,Evening
S0654,2025-05-07 11:09:00,Rabbit,Resting,24.4953,78.55495,27.5,Windy,Wetland,Evening
S0655,2025-05-07 04:08:00,Monkey,Resting,24.5149,78.38267,26.9,Windy,Grassland,Night
S0656,2025-05-25 22:38:00,Tiger,Running,24.68363,78.49414,20.7,Sunny,Grassland,Morning
S0657,2025-05-04 04:55:00,Boar,Hunting,24.49377,78.58881,25.8,Rainy,Savanna,Afternoon
S0658,2025-05-12 15:16:00,Monkey,Hunting,24.56881,78.37742,30.3,Sunny,Savanna,Evening
S0659,2025-05-09 08:16:00,Deer,Alert,24.35351,78.3803,33.9,Cloudy,Grassland,Night
S0660,2025-05-24 19:51:00,Leopard,Playing,24.61878,78.60293,20.1,Rainy,Savanna,Morning
S0661,2025-05-12 19:14:00,Peacock,Running,24.52147,78.5876,23.4,Sunny,Desert,Afternoon
S0662,2025-05-04 23:43:00,Deer,Alert,24.49991,78.34263,29.4,Windy,Forest,Night
S0663,2025-05-06 17:53:00,Fox,Grazing,24.60327,78.41362,30.7,Foggy,Desert,Afternoon
S0664,2025-05-22 03:05:00,Wolf,Socializing,24.4709,78.55594,26.6,Sunny,Grassland,Evening
S0665,2025-05-16 04:10:00,Leopard,Resting,24.53279,78.43356,29.0,Windy,Grassland,Morning
S0666,2025-05-09 01:26:00,Fox,Socializing,24.66458,78.45341,33.4,Cloudy,Grassland,Night
S0667,2025-05-01 14:29:00,Wolf,Running,24.64601,78.62069,24.7,Sunny,Grassland,Night
S0668,2025-05-24 06:47:00,Tiger,Resting,24.60268,78.67272,24.7,Rainy,Grassland,Morning
S0669,2025-05-17 13:27:00,Peacock,Socializing,24.40829,78.39934,31.1,Cloudy,Desert,Morning
S0670,2025-05-03 03:20:00,Monkey,Playing,24.58019,78.51469,23.5,Foggy,Forest,Afternoon
S0671,2025-05-17 20:14:00,Wolf,Grazing,24.61239,78.53286,29.2,Cloudy,Savanna,Night
S0672,2025-05-20 00:48:00,Elephant,Socializing,24.48121,78.56853,24.9,Cloudy,Forest,Morning
S0673,2025-05-20 16:14:00,Elephant,Playing,24.62705,78.49297,33.0,Sunny,Savanna,Evening
S0674,2025-05-30 07:08:00,Peacock,Running,24.66903,78.65994,24.9,Rainy,Savanna,Morning
S0675,2025-05-22 20:57:00,Boar,Resting,24.62714,78.3886,28.9,Windy,Savanna,Morning
S0676,2025-05-27 09:29:00,Fox,Resting,24.41977,78.37191,30.0,Rainy,Forest,Evening
S0677,2025-05-14 10:14:00,Boar,Running,24.5492,78.63995,20.9,Rainy,Savanna,Night
S0678,2025-05-04 12:11:00,Monkey,Playing,24.38811,78.60972,18.6,Rainy,Wetland,Night
S0679,2025-05-12 06:08:00,Peacock,Resting,24.43118,78.65053,30.3,Sunny,Desert,Afternoon
S0680,2025-05-13 08:23:00,Tiger,Hunting,24.32924,78.38996,21.7,Windy,Forest,Evening
S0681,2025-05-06 04:53:00,Wolf,Alert,24.46896,78.65889,33.6,Sunny,Wetland,Night
S0682,2025-05-26 13:44:00,Monkey,Playing,24.46105,78.36909,18.9,Sunny,Wetland,Afternoon
S0683,2025-05-06 12:50:00,Tiger,Running,24.56111,78.4464,30.5,Rainy,Wetland,Afternoon
S0684,2025-05-07 22:14:00,Tiger,Alert,24.38594,78.56883,18.6,Sunny,Desert,Afternoon
S0685,2025-05-12 23:11:00,Boar,Hunting,24.3154,78.4891,18.8,Sunny,Desert,Evening
S0686,2025-05-03 23:16:00,Rabbit,Hunting,24.44576,78.30906,31.5,Sunny,Forest,Night
S0687,2025-05-19 14:04:00,Leopard,Hunting,24.55497,78.51279,19.0,Rainy,Grassland,Morning
S0688,2025-05-14 14:27:00,Monkey,Resting,24.6297,78.55503,20.2,Windy,Forest,Morning
S0689,2025-05-28 03:43:00,Elephant,Hunting,24.39811,78.69739,30.6,Sunny,Desert,Morning
S0690,2025-05-30 19:39:00,Rabbit,Running,24.6226,78.30621,33.2,Rainy,Forest,Evening
S0691,2025-05-25 14:12:00,Rabbit,Resting,24.38307,78.41227,20.0,Foggy,Desert,Morning
S0692,2025-05-24 20:57:00,Boar,Alert,24.3967,78.33872,31.6,Sunny,Savanna,Morning
S0693,2025-05-09 20:42:00,Boar,Hunting,24.6589,78.45624,31.3,Sunny,Wetland,Afternoon
S0694,2025-05-12 06:08:00,Tiger,Playing,24.67635,78.4301,28.3,Sunny,Desert,Night
S0695,2025-05-14 19:24:00,Tiger,Playing,24.59951,78.31811,30.5,Sunny,Grassland,Evening
S0696,2025-05-24 16:12:00,Boar,Socializing,24.65352,78.34289,21.4,Rainy,Forest,Evening
S0697,2025-05-09 02:28:00,Tiger,Resting,24.42686,78.30925,21.3,Rainy,Grassland,Night
S0698,2025-05-02 03:03:00,Boar,Alert,24.38399,78.69755,32.8,Windy,Savanna,Evening
S0699,2025-05-04 20:54:00,Rabbit,Socializing,24.4087,78.30024,19.7,Foggy,Savanna,Afternoon
S0700,2025-05-29 05:55:00,Monkey,Grazing,24.61936,78.44787,30.2,Rainy,Wetland,Morning
S0701,2025-05-07 00:10:00,Monkey,Playing,24.40443,78.60583,34.7,Rainy,Forest,Night
S0702,2025-05-02 00:37:00,Rabbit,Alert,24.50227,78.38506,21.7,Windy,Forest,Afternoon
S0703,2025-05-11 10:52:00,Fox,Resting,24.54563,78.59075,32.4,Windy,Wetland,Evening
S0704,2025-05-12 12:40:00,Rabbit,Alert,24.62137,78.61819,26.3,Cloudy,Grassland,Night
S0705,2025-05-20 09:18:00,Deer,Resting,24.51527,78.63725,29.3,Foggy,Desert,Afternoon
S0706,2025-05-05 01:16:00,Peacock,Running,24.61352,78.38266,31.5,Foggy,Forest,Morning
S0707,2025-05-13 06:41:00,Monkey,Socializing,24.36548,78.31009,29.2,Sunny,Forest,Night
S0708,2025-05-23 21:01:00,Peacock,Socializing,24.42611,78.66051,30.4,Foggy,Grassland,Evening
S0709,2025-05-07 06:34:00,Deer,Playing,24.68634,78.36422,25.9,Cloudy,Wetland,Evening
S0710,2025-05-30 14:46:00,Leopard,Hunting,24.37658,78.64658,19.5,Rainy,Grassland,Afternoon
S0711,2025-05-20 19:54:00,Fox,Hunting,24.30564,78.45679,18.8,Sunny,Grassland,Morning
S0712,2025-05-25 18:52:00,Leopard,Alert,24.36016,78.60346,24.3,Cloudy,Wetland,Afternoon
S0713,2025-05-27 12:30:00,Leopard,Playing,24.64502,78.64363,30.7,Windy,Desert,Afternoon
S0714,2025-05-19 09:34:00,Elephant,Alert,24.647,78.54734,18.9,Cloudy,Wetland,Evening
S0715,2025-05-02 19:34:00,Deer,Socializing,24.59809,78.36835,31.9,Sunny,Wetland,Night
S0716,2025-05-05 18:08:00,Boar,Socializing,24.66477,78.44885,23.7,Cloudy,Savanna,Morning
S0717,2025-05-06 19:02:00,Deer,Running,24.60441,78.67413,26.7,Cloudy,Desert,Afternoon
S0718,2025-05-15 22:33:00,Fox,Hunting,24.61991,78.56891,30.0,Foggy,Desert,Afternoon
S0719,2025-05-13 21:08:00,Peacock,Socializing,24.66876,78.66341,29.9,Rainy,Desert,Evening
S0720,2025-05-25 01:31:00,Monkey,Alert,24.52445,78.44238,34.3,Rainy,Desert,Evening
S0721,2025-05-24 14:10:00,Monkey,Running,24.3686,78.69995,20.1,Windy,Grassland,Afternoon
S0722,2025-05-15 23:39:00,Boar,Running,24.33623,78.47004,27.2,Sunny,Desert,Night
S0723,2025-05-13 17:11:00,Rabbit,Playing,24.55579,78.68431,18.9,Foggy,Savanna,Morning
S0724,2025-05-28 06:26:00,Peacock,Grazing,24.4755,78.53172,27.8,Windy,Desert,Morning
S0725,2025-05-24 23:52:00,Peacock,Playing,24.6434,78.6742,30.8,Cloudy,Forest,Night
S0726,2025-05-22 06:57:00,Rabbit,Running,24.32742,78.39662,24.9,Rainy,Wetland,Night
S0727,2025-05-02 16:11:00,Tiger,Resting,24.49786,78.52551,32.7,Rainy,Wetland,Morning
S0728,2025-05-25 22:54:00,Elephant,Alert,24.48947,78.32957,22.0,Windy,Desert,Afternoon
S0729,2025-05-23 04:44:00,Monkey,Alert,24.67292,78.64241,30.9,Cloudy,Grassland,Morning
S0730,2025-05-26 08:00:00,Fox,Socializing,24.30368,78.61296,20.0,Cloudy,Grassland,Morning
S0731,2025-05-12 22:12:00,Wolf,Running,24.33373,78.41892,22.1,Rainy,Wetland,Afternoon
S0732,2025-05-11 10:52:00,Wolf,Alert,24.40951,78.3962,22.0,Sunny,Wetland,Night
S0733,2025-05-05 21:46:00,Tiger,Running,24.44579,78.68794,33.9,Cloudy,Forest,Evening
S0734,2025-05-09 23:13:00,Tiger,Alert,24.33662,78.57385,28.6,Sunny,Forest,Morning
S0735,2025-05-01 18:29:00,Fox,Running,24.40007,78.42267,32.6,Sunny,Wetland,Evening
S0736,2025-05-02 02:57:00,Boar,Alert,24.3327,78.57422,27.9,Rainy,Desert,Evening
S0737,2025-05-04 18:31:00,Elephant,Alert,24.69031,78.45155,27.5,Foggy,Wetland,Evening
S0738,2025-05-30 23:43:00,Wolf,Alert,24.41686,78.46174,25.4,Sunny,Wetland,Afternoon
S0739,2025-05-27 23:45:00,Tiger,Socializing,24.52125,78.60159,20.0,Cloudy,Grassland,Afternoon
S0740,2025-05-21 00:52:00,Deer,Hunting,24.53789,78.37518,21.3,Foggy,Savanna,Evening
S0741,2025-05-19 09:49:00,Leopard,Hunting,24.46443,78.30116,22.3,Rainy,Wetland,Afternoon
S0742,2025-05-05 03:14:00,Rabbit,Hunting,24.56046,78.34029,33.9,Cloudy,Desert,Evening
S0743,2025-05-02 11:34:00,Boar,Resting,24.42735,78.4245,23.6,Foggy,Wetland,Afternoon
S0744,2025-05-18 07:54:00,Deer,Hunting,24.40111,78.44312,33.6,Foggy,Savanna,Morning
S0745,2025-05-09 01:11:00,Leopard,Playing,24.40477,78.54621,23.2,Windy,Wetland,Afternoon
S0746,2025-05-23 15:06:00,Tiger,Resting,24.52171,78.56853,27.8,Windy,Savanna,Night
S0747,2025-05-09 04:48:00,Leopard,Grazing,24.56301,78.40444,19.2,Foggy,Desert,Night
S0748,2025-05-04 07:38:00,Peacock,Socializing,24.61207,78.47691,25.7,Foggy,Forest,Morning
S0749,2025-05-29 06:41:00,Monkey,Playing,24.45256,78.35349,31.4,Sunny,Forest,Night
S0750,2025-05-24 08:02:00,Rabbit,Resting,24.30898,78.6644,32.5,Foggy,Forest,Evening
S0751,2025-05-14 18:51:00,Tiger,Alert,24.67375,78.48587,33.5,Foggy,Savanna,Night
S0752,2025-05-13 14:44:00,Leopard,Playing,24.63655,78.53663,28.2,Windy,Forest,Afternoon
S0753,2025-05-29 22:53:00,Rabbit,Alert,24.33677,78.61562,31.9,Foggy,Savanna,Morning
S0754,2025-05-06 01:43:00,Deer,Playing,24.34203,78.31707,27.6,Rainy,Forest,Night
S0755,2025-05-29 15:00:00,Monkey,Running,24.40212,78.31304,19.2,Foggy,Grassland,Afternoon
S0756,2025-05-16 12:29:00,Leopard,Grazing,24.53932,78.6898,21.6,Windy,Savanna,Morning
S0757,2025-05-03 17:13:00,Fox,Grazing,24.40182,78.51433,35.0,Windy,Wetland,Morning
S0758,2025-05-15 18:19:00,Boar,Socializing,24.43472,78.54492,19.3,Rainy,Grassland,Evening
S0759,2025-05-23 09:35:00,Fox,Hunting,24.36042,78.64102,24.2,Sunny,Savanna,Night
S0760,2025-05-25 16:43:00,Tiger,Socializing,24.57896,78.31668,29.1,Foggy,Forest,Evening
S0761,2025-05-28 22:16:00,Monkey,Alert,24.39561,78.37728,18.6,Windy,Forest,Afternoon
S0762,2025-05-19 08:55:00,Deer,Grazing,24.41838,78.36243,32.3,Cloudy,Grassland,Night
S0763,2025-05-22 18:50:00,Monkey,Alert,24.5312,78.31845,22.7,Windy,Grassland,Morning
S0764,2025-05-03 18:18:00,Elephant,Playing,24.46052,78.36163,28.7,Sunny,Savanna,Morning
S0765,2025-05-10 05:49:00,Elephant,Playing,24.38417,78.59222,28.7,Rainy,Savanna,Night
S0766,2025-05-14 02:35:00,Rabbit,Running,24.40719,78.61221,29.8,Rainy,Desert,Night
S0767,2025-05-23 21:27:00,Rabbit,Hunting,24.48146,78.57929,29.2,Foggy,Wetland,Morning
S0768,2025-05-01 09:51:00,Peacock,Hunting,24.49345,78.43384,28.5,Rainy,Desert,Night
S0769,2025-05-27 00:26:00,Rabbit,Grazing,24.4923,78.69886,23.6,Rainy,Grassland,Evening
S0770,2025-05-01 23:51:00,Leopard,Alert,24.68649,78.4058,20.8,Cloudy,Wetland,Morning
S0771,2025-05-05 14:43:00,Fox,Playing,24.53065,78.32335,20.8,Windy,Forest,Evening
S0772,2025-05-12 12:23:00,Fox,Running,24.51545,78.39365,19.5,Rainy,Wetland,Evening
S0773,2025-05-29 18:42:00,Elephant,Socializing,24.35341,78.69141,25.1,Foggy,Forest,Afternoon
